"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","clumpCenter","Experiment"
11133,2,116230,116230,"area.over.water_dry.over.wet_15_fisherPclump",4.52914369122991e-06,5.34398390070845,"area.over.water",15,"dry.over.wet",116230,"IB003toIB004"
11177,2,125491,125582,"area.over.water_dry.over.wet_15_fisherPclump",5.71406103063914e-07,6.2430551253239,"area.over.water",15,"dry.over.wet",125536,"IB003toIB004"
11734,2,125675,125675,"area.over.water_dry.over.wet_15_fisherPclump",2.35436109413798e-06,5.62812692757375,"area.over.water",15,"dry.over.wet",125675,"IB003toIB004"
11855,2,713438,713438,"area.over.water_dry.over.wet_15_fisherPclump",4.82621443297798e-06,5.31639338591041,"area.over.water",15,"dry.over.wet",713438,"IB003toIB004"
12069,2,125603,125603,"area.over.water_dry.over.wet_15_fisherPclump",6.32925696791198e-07,6.19864727160611,"area.over.water",15,"dry.over.wet",125603,"IB003toIB004"
35475,4,20814888,21311688,"area.over.water_dry.over.wet_15_fisherPclump",1.06462859978942e-06,5.97280187128003,"area.over.water",15,"dry.over.wet",21063288,"IB003toIB004"
40103,4,9516336,9516336,"area.over.water_dry.over.wet_15_fisherPclump",8.81434315780271e-06,5.05481004565284,"area.over.water",15,"dry.over.wet",9516336,"IB003toIB004"
76,1,532241,701010,"area.over.water_wet_15_fisherPclump",7.97028122730732e-06,5.09852635447428,"area.over.water",15,"wet",616626,"IB003toIB004"
86,1,522889,744218,"area.over.water_wet_15_fisherPclump",5.30816026196432e-07,6.27505597355514,"area.over.water",15,"wet",633554,"IB003toIB004"
558,1,377547,481237,"area.over.water_wet_15_fisherPclump",3.81749155561445e-06,5.41822191494059,"area.over.water",15,"wet",429392,"IB003toIB004"
1436,1,464585,475583,"area.over.water_wet_15_fisherPclump",1.00719205844638e-06,5.99688770723152,"area.over.water",15,"wet",470084,"IB003toIB004"
35147,4,29757779,29757779,"area.over.water_wet_15_fisherPclump",3.16118714740084e-06,5.50014979246236,"area.over.water",15,"wet",29757779,"IB003toIB004"
35300,4,29679293,29841486,"area.over.water_wet_15_fisherPclump",2.71262797995834e-07,6.56660976293934,"area.over.water",15,"wet",29760390,"IB003toIB004"
35863,4,29000056,29458045,"area.over.water_wet_15_fisherPclump",2.54384458580157e-07,6.59450942509538,"area.over.water",15,"wet",29229050,"IB003toIB004"
35903,4,28973560,29216511,"area.over.water_wet_15_fisherPclump",6.28467962531798e-08,7.20171685648286,"area.over.water",15,"wet",29095036,"IB003toIB004"
36369,4,28816504,28950391,"area.over.water_wet_15_fisherPclump",1.11463531449341e-07,6.95286720150352,"area.over.water",15,"wet",28883448,"IB003toIB004"
46601,5,45633988,45801275,"area.over.water_wet_15_fisherPclump",9.37629524256787e-06,5.02796872596343,"area.over.water",15,"wet",45717632,"IB003toIB004"
47882,5,45822074,45822074,"area.over.water_wet_15_fisherPclump",5.34713169281721e-06,5.27187911966635,"area.over.water",15,"wet",45822074,"IB003toIB004"
49265,5,45684289,45684289,"area.over.water_wet_15_fisherPclump",1.70798144992862e-06,5.76751685041363,"area.over.water",15,"wet",45684289,"IB003toIB004"
89387,9,32580144,32632212,"area.over.water_wet_15_fisherPclump",9.86211472925751e-06,5.00602994948348,"area.over.water",15,"wet",32606178,"IB003toIB004"
90563,9,32393449,32628953,"area.over.water_wet_15_fisherPclump",6.81293831263466e-06,5.16666554333767,"area.over.water",15,"wet",32511201,"IB003toIB004"
35200,4,32780875,33178260,"area.over.water_dry_16_fisherPclump",1.75016856411326e-06,5.75692012106299,"area.over.water",16,"dry",32979568,"IB003toIB004"
35573,4,32900835,33383266,"area.over.water_dry_16_fisherPclump",6.32959500205831e-06,5.19862407734413,"area.over.water",16,"dry",33142050,"IB003toIB004"
36557,4,32667624,33010488,"area.over.water_dry_16_fisherPclump",8.01483859497637e-06,5.09610521916348,"area.over.water",16,"dry",32839056,"IB003toIB004"
55835,6,22621131,22709097,"area.over.water_dry.over.wet_16_fisherPclump",9.03759679036504e-06,5.04394703848897,"area.over.water",16,"dry.over.wet",22665114,"IB003toIB004"
67887,7,31255418,31547595,"area.over.water_dry.over.wet_16_fisherPclump",5.75155826738807e-06,5.24021447613745,"area.over.water",16,"dry.over.wet",31401506,"IB003toIB004"
76669,8,6499959,6499959,"area.over.water_dry.over.wet_16_fisherPclump",4.01539976613091e-06,5.39627121063886,"area.over.water",16,"dry.over.wet",6499959,"IB003toIB004"
10277,2,7535556,7784258,"area.over.water_wet_16_fisherPclump",3.90542417882281e-06,5.40833178931101,"area.over.water",16,"wet",7659907,"IB003toIB004"
10324,2,25399657,25519075,"area.over.water_wet_16_fisherPclump",2.37825044664788e-06,5.62374241301843,"area.over.water",16,"wet",25459366,"IB003toIB004"
10349,2,4148379,4150063,"area.over.water_wet_16_fisherPclump",2.71041796784099e-06,5.56696373232477,"area.over.water",16,"wet",4149221,"IB003toIB004"
10442,2,25391021,25547037,"area.over.water_wet_16_fisherPclump",3.24202563423532e-06,5.48918355556926,"area.over.water",16,"wet",25469029,"IB003toIB004"
35077,4,12525051,12662250,"area.over.water_wet_16_fisherPclump",5.87309427033611e-07,6.23113302814424,"area.over.water",16,"wet",12593650,"IB003toIB004"
56062,6,3857911,3857911,"area.over.water_wet_16_fisherPclump",2.87361551398137e-06,5.54157134035163,"area.over.water",16,"wet",3857911,"IB003toIB004"
64683,7,21879778,21879778,"area.over.water_wet_16_fisherPclump",4.8152790937846e-06,5.31737853608298,"area.over.water",16,"wet",21879778,"IB003toIB004"
73634,8,36710714,36820585,"area.over.water_dry_17_fisherPclump",5.0348454393998e-06,5.29801385695666,"area.over.water",17,"dry",36765650,"IB003toIB004"
73747,8,36688394,36697069,"area.over.water_dry_17_fisherPclump",8.10724586026843e-06,5.09112665637228,"area.over.water",17,"dry",36692732,"IB003toIB004"
73801,8,36799185,36818134,"area.over.water_dry_17_fisherPclump",1.21524217273703e-06,5.91533716749519,"area.over.water",17,"dry",36808660,"IB003toIB004"
74287,8,36672030,36692689,"area.over.water_dry_17_fisherPclump",9.46506601845805e-06,5.02387635250293,"area.over.water",17,"dry",36682360,"IB003toIB004"
279,1,11669572,12141148,"area.over.water_dry.over.wet_17_fisherPclump",5.21053021746539e-06,5.28311808115287,"area.over.water",17,"dry.over.wet",11905360,"IB003toIB004"
647,1,23299183,23768027,"area.over.water_dry.over.wet_17_fisherPclump",9.02199675614361e-07,6.04469733338874,"area.over.water",17,"dry.over.wet",23533605,"IB003toIB004"
747,1,11299635,11797431,"area.over.water_dry.over.wet_17_fisherPclump",4.37095212697273e-06,5.35942395011191,"area.over.water",17,"dry.over.wet",11548533,"IB003toIB004"
1219,1,11657033,11893646,"area.over.water_dry.over.wet_17_fisherPclump",4.5580012912188e-07,6.341225556126,"area.over.water",17,"dry.over.wet",11775340,"IB003toIB004"
2041,1,11505855,11914727,"area.over.water_dry.over.wet_17_fisherPclump",1.66088762518048e-06,5.77965975070032,"area.over.water",17,"dry.over.wet",11710291,"IB003toIB004"
7584,1,11553338,11678062,"area.over.water_dry.over.wet_17_fisherPclump",8.01126156446064e-07,6.09629908849225,"area.over.water",17,"dry.over.wet",11615700,"IB003toIB004"
10691,2,24258751,24756038,"area.over.water_dry.over.wet_17_fisherPclump",4.47235403014563e-06,5.34946382514556,"area.over.water",17,"dry.over.wet",24507394,"IB003toIB004"
10861,2,24265619,24283724,"area.over.water_dry.over.wet_17_fisherPclump",5.3471253533553e-06,5.27187963455828,"area.over.water",17,"dry.over.wet",24274672,"IB003toIB004"
10888,2,35287171,35287207,"area.over.water_dry.over.wet_17_fisherPclump",4.93121721121674e-06,5.30704586715956,"area.over.water",17,"dry.over.wet",35287189,"IB003toIB004"
15408,2,19891760,20194661,"area.over.water_dry.over.wet_17_fisherPclump",7.46320488536963e-06,5.12707463564557,"area.over.water",17,"dry.over.wet",20043210,"IB003toIB004"
16863,2,18109633,18165675,"area.over.water_dry.over.wet_17_fisherPclump",3.61870832337757e-06,5.44144642066427,"area.over.water",17,"dry.over.wet",18137654,"IB003toIB004"
22988,3,22626529,23084589,"area.over.water_dry.over.wet_17_fisherPclump",4.78259598269331e-06,5.32033630528691,"area.over.water",17,"dry.over.wet",22855559,"IB003toIB004"
23193,3,23338045,23819122,"area.over.water_dry.over.wet_17_fisherPclump",7.17327916770703e-06,5.14428226708239,"area.over.water",17,"dry.over.wet",23578584,"IB003toIB004"
24869,3,17359256,17783694,"area.over.water_dry.over.wet_17_fisherPclump",5.78923338215185e-08,7.23737894230784,"area.over.water",17,"dry.over.wet",17571475,"IB003toIB004"
25169,3,11567107,11590045,"area.over.water_dry.over.wet_17_fisherPclump",3.49938785807247e-07,6.45600791939608,"area.over.water",17,"dry.over.wet",11578576,"IB003toIB004"
25733,3,48750475,48776327,"area.over.water_dry.over.wet_17_fisherPclump",3.58884679889913e-06,5.44504508048337,"area.over.water",17,"dry.over.wet",48763401,"IB003toIB004"
26929,3,7833777,7833880,"area.over.water_dry.over.wet_17_fisherPclump",2.02169534034652e-06,5.69428428988016,"area.over.water",17,"dry.over.wet",7833828,"IB003toIB004"
27241,3,31232931,31232931,"area.over.water_dry.over.wet_17_fisherPclump",2.10920421694836e-06,5.67588136905138,"area.over.water",17,"dry.over.wet",31232931,"IB003toIB004"
34672,4,22699981,23195890,"area.over.water_dry.over.wet_17_fisherPclump",6.49869564266314e-07,6.18717380213235,"area.over.water",17,"dry.over.wet",22947936,"IB003toIB004"
34703,4,21683677,22180226,"area.over.water_dry.over.wet_17_fisherPclump",5.92051303392121e-06,5.22764065845492,"area.over.water",17,"dry.over.wet",21931952,"IB003toIB004"
34764,4,21748240,22237535,"area.over.water_dry.over.wet_17_fisherPclump",2.56734196658682e-06,5.59051628001953,"area.over.water",17,"dry.over.wet",21992888,"IB003toIB004"
35005,4,22408301,22884432,"area.over.water_dry.over.wet_17_fisherPclump",3.82466013980825e-07,6.41740715030476,"area.over.water",17,"dry.over.wet",22646366,"IB003toIB004"
35112,4,21708731,22192402,"area.over.water_dry.over.wet_17_fisherPclump",1.16237200152547e-06,5.93465485959221,"area.over.water",17,"dry.over.wet",21950566,"IB003toIB004"
35152,4,21336875,21772536,"area.over.water_dry.over.wet_17_fisherPclump",5.02175979384695e-07,6.29914406476163,"area.over.water",17,"dry.over.wet",21554706,"IB003toIB004"
35238,4,20143919,20640337,"area.over.water_dry.over.wet_17_fisherPclump",4.3980431012559e-08,7.35674051882564,"area.over.water",17,"dry.over.wet",20392128,"IB003toIB004"
35418,4,18745501,19242481,"area.over.water_dry.over.wet_17_fisherPclump",6.17798339606261e-06,5.20915326324209,"area.over.water",17,"dry.over.wet",18993991,"IB003toIB004"
35758,4,16232307,16725547,"area.over.water_dry.over.wet_17_fisherPclump",8.09076466996666e-06,5.0920104306432,"area.over.water",17,"dry.over.wet",16478927,"IB003toIB004"
35869,4,16361194,16751782,"area.over.water_dry.over.wet_17_fisherPclump",2.73967087351855e-07,6.56230160739867,"area.over.water",17,"dry.over.wet",16556488,"IB003toIB004"
35915,4,16908283,17323279,"area.over.water_dry.over.wet_17_fisherPclump",4.814420043436e-06,5.31745602154161,"area.over.water",17,"dry.over.wet",17115781,"IB003toIB004"
35940,4,21307749,21669426,"area.over.water_dry.over.wet_17_fisherPclump",2.74793003864195e-07,6.56099432846057,"area.over.water",17,"dry.over.wet",21488588,"IB003toIB004"
35972,4,19736758,20143142,"area.over.water_dry.over.wet_17_fisherPclump",1.3565934223406e-06,5.8675502930119,"area.over.water",17,"dry.over.wet",19939950,"IB003toIB004"
36342,4,7520012,7812778,"area.over.water_dry.over.wet_17_fisherPclump",8.55297539463092e-07,6.06788277735605,"area.over.water",17,"dry.over.wet",7666395,"IB003toIB004"
36734,4,5702720,5704411,"area.over.water_dry.over.wet_17_fisherPclump",1.4161846203239e-06,5.84888012633453,"area.over.water",17,"dry.over.wet",5703566,"IB003toIB004"
37866,4,8847431,9073182,"area.over.water_dry.over.wet_17_fisherPclump",3.45789661694386e-06,5.46118799526163,"area.over.water",17,"dry.over.wet",8960306,"IB003toIB004"
38203,4,9423025,9921211,"area.over.water_dry.over.wet_17_fisherPclump",1.86406629124193e-06,5.72953864702032,"area.over.water",17,"dry.over.wet",9672118,"IB003toIB004"
38263,4,7482589,7756733,"area.over.water_dry.over.wet_17_fisherPclump",4.70575065400301e-06,5.32737108873236,"area.over.water",17,"dry.over.wet",7619661,"IB003toIB004"
39055,4,7582332,8018282,"area.over.water_dry.over.wet_17_fisherPclump",8.07952125784185e-07,6.09261437205181,"area.over.water",17,"dry.over.wet",7800307,"IB003toIB004"
39678,4,8942855,9379446,"area.over.water_dry.over.wet_17_fisherPclump",3.02212598813051e-06,5.51968743450085,"area.over.water",17,"dry.over.wet",9161150,"IB003toIB004"
40603,4,7633026,7902133,"area.over.water_dry.over.wet_17_fisherPclump",8.50516252889141e-06,5.07031738284785,"area.over.water",17,"dry.over.wet",7767580,"IB003toIB004"
41068,4,7583395,7765102,"area.over.water_dry.over.wet_17_fisherPclump",1.7667678410147e-08,7.75282051443797,"area.over.water",17,"dry.over.wet",7674248,"IB003toIB004"
42597,4,7699588,7789398,"area.over.water_dry.over.wet_17_fisherPclump",1.60712380522594e-09,8.79395066595265,"area.over.water",17,"dry.over.wet",7744493,"IB003toIB004"
55396,6,24459773,24715876,"area.over.water_dry.over.wet_17_fisherPclump",7.907136233249e-06,5.10198077861256,"area.over.water",17,"dry.over.wet",24587824,"IB003toIB004"
58151,6,11705016,11748871,"area.over.water_dry.over.wet_17_fisherPclump",7.31097883289721e-06,5.13602447348438,"area.over.water",17,"dry.over.wet",11726944,"IB003toIB004"
58269,6,11705542,11714932,"area.over.water_dry.over.wet_17_fisherPclump",1.67130075583062e-06,5.77694539041511,"area.over.water",17,"dry.over.wet",11710237,"IB003toIB004"
59641,6,25357256,25550052,"area.over.water_dry.over.wet_17_fisherPclump",8.3485595364557e-07,6.07838845138286,"area.over.water",17,"dry.over.wet",25453654,"IB003toIB004"
87135,9,37020348,37020365,"area.over.water_dry.over.wet_17_fisherPclump",2.17329601691533e-06,5.6628811159449,"area.over.water",17,"dry.over.wet",37020356,"IB003toIB004"
87646,9,35215806,35292372,"area.over.water_dry.over.wet_17_fisherPclump",4.29484934805832e-06,5.36705206546591,"area.over.water",17,"dry.over.wet",35254089,"IB003toIB004"
88231,9,25876463,26372812,"area.over.water_dry.over.wet_17_fisherPclump",3.09007477861575e-09,8.51003101068933,"area.over.water",17,"dry.over.wet",26124638,"IB003toIB004"
90760,9,25078890,25575824,"area.over.water_dry.over.wet_17_fisherPclump",3.42761099573194e-06,5.46500847262791,"area.over.water",17,"dry.over.wet",25327357,"IB003toIB004"
91771,9,25887486,26328861,"area.over.water_dry.over.wet_17_fisherPclump",3.48624947913076e-06,5.45764153761242,"area.over.water",17,"dry.over.wet",26108174,"IB003toIB004"
18,1,680811,693144,"area.over.water_wet_17_fisherPclump",1.69690528455201e-06,5.77034239783812,"area.over.water",17,"wet",686978,"IB003toIB004"
76,1,532241,701010,"area.over.water_wet_17_fisherPclump",6.30538375658131e-07,6.20028847637181,"area.over.water",17,"wet",616626,"IB003toIB004"
86,1,522889,744218,"area.over.water_wet_17_fisherPclump",5.30841167162006e-07,6.27503540461313,"area.over.water",17,"wet",633554,"IB003toIB004"
94,1,492059,902866,"area.over.water_wet_17_fisherPclump",4.56924101478051e-06,5.34015593351168,"area.over.water",17,"wet",697462,"IB003toIB004"
98,1,390880,474489,"area.over.water_wet_17_fisherPclump",8.17654324922554e-06,5.08743026174175,"area.over.water",17,"wet",432684,"IB003toIB004"
222,1,640190,704886,"area.over.water_wet_17_fisherPclump",8.29889028147464e-06,5.08097997712431,"area.over.water",17,"wet",672538,"IB003toIB004"
73413,8,36674872,37018841,"area.over.water_wet_17_fisherPclump",8.27264067742646e-06,5.08235583886614,"area.over.water",17,"wet",36846856,"IB003toIB004"
73442,8,36147524,36523365,"area.over.water_wet_17_fisherPclump",6.61325462906253e-06,5.17958475540461,"area.over.water",17,"wet",36335444,"IB003toIB004"
87247,9,31137599,31453534,"area.over.water_wet_17_fisherPclump",4.2421027959288e-06,5.3724188117356,"area.over.water",17,"wet",31295566,"IB003toIB004"
89194,9,31623885,31975008,"area.over.water_wet_17_fisherPclump",7.59493648490278e-06,5.11947585371319,"area.over.water",17,"wet",31799446,"IB003toIB004"
89487,9,31230758,31728929,"area.over.water_wet_17_fisherPclump",8.34047590319155e-06,5.07880916803932,"area.over.water",17,"wet",31479844,"IB003toIB004"
35200,4,32780875,33178260,"area.over.water_dry_18_fisherPclump",1.39472686821241e-06,5.85551083270735,"area.over.water",18,"dry",32979568,"IB003toIB004"
44783,5,37108517,37417409,"area.over.water_dry_18_fisherPclump",7.80595337016808e-07,6.10757404735905,"area.over.water",18,"dry",37262963,"IB003toIB004"
7741,1,6898825,6898825,"area.over.water_dry.over.wet_18_fisherPclump",1.48786855993244e-06,5.82743543318355,"area.over.water",18,"dry.over.wet",6898825,"IB003toIB004"
26509,3,13084227,13084244,"area.over.water_dry.over.wet_18_fisherPclump",1.55137753495929e-06,5.80928250173666,"area.over.water",18,"dry.over.wet",13084236,"IB003toIB004"
66469,7,29439956,29441046,"area.over.water_dry.over.wet_18_fisherPclump",9.01048129644235e-06,5.04525201048526,"area.over.water",18,"dry.over.wet",29440501,"IB003toIB004"
72958,7,29448030,29448143,"area.over.water_dry.over.wet_18_fisherPclump",1.70191971147815e-06,5.76906093172761,"area.over.water",18,"dry.over.wet",29448086,"IB003toIB004"
76996,8,22907040,22907040,"area.over.water_dry.over.wet_18_fisherPclump",1.60092309457924e-06,5.79562953029312,"area.over.water",18,"dry.over.wet",22907040,"IB003toIB004"
80588,8,21755520,21755750,"area.over.water_dry.over.wet_18_fisherPclump",7.22880249690919e-06,5.14093364074954,"area.over.water",18,"dry.over.wet",21755635,"IB003toIB004"
81616,8,21754951,21754951,"area.over.water_dry.over.wet_18_fisherPclump",6.540602558722e-06,5.18438224007428,"area.over.water",18,"dry.over.wet",21754951,"IB003toIB004"
85679,9,20243442,20409712,"area.over.water_dry.over.wet_18_fisherPclump",7.26944355651178e-07,6.13849883117469,"area.over.water",18,"dry.over.wet",20326577,"IB003toIB004"
88861,9,21395746,21395792,"area.over.water_dry.over.wet_18_fisherPclump",2.79798437401164e-06,5.55315471525501,"area.over.water",18,"dry.over.wet",21395769,"IB003toIB004"
34566,4,1116172,1119789,"area.over.water_wet_18_fisherPclump",7.59496823493234e-06,5.11947403818335,"area.over.water",18,"wet",1117980,"IB003toIB004"
