"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","Experiment","clumpCenter"
39,1,14188681,14374252,"avg.sv.area_wet_15_fisherPclump",1.20593186934196e-08,7.9186772275231,"avg.sv.area",15,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"avg.sv.area_wet_15_fisherPclump",2.45468105964996e-08,7.61000492840144,"avg.sv.area",15,"wet","IB005toIB008",40459956
7295,2,2758017,2810612,"avg.sv.area_wet_15_fisherPclump",5.1755881640551e-08,7.2860402889843,"avg.sv.area",15,"wet","IB005toIB008",2784314
7376,2,2757620,2805421,"avg.sv.area_wet_15_fisherPclump",8.31623992826681e-08,7.08007298951623,"avg.sv.area",15,"wet","IB005toIB008",2781520
8608,2,3992421,3992444,"avg.sv.area_wet_15_fisherPclump",2.91401819688142e-10,9.53550774056173,"avg.sv.area",15,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"avg.sv.area_wet_15_fisherPclump",5.67907788907588e-10,9.24572217488691,"avg.sv.area",15,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"avg.sv.area_wet_15_fisherPclump",5.4180889349292e-10,9.26615387054095,"avg.sv.area",15,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"avg.sv.area_wet_15_fisherPclump",2.55749599916693e-09,8.59218503700625,"avg.sv.area",15,"wet","IB005toIB008",3461828
23336,4,3462114,3462471,"avg.sv.area_wet_15_fisherPclump",7.66936335807479e-09,8.11524068579686,"avg.sv.area",15,"wet","IB005toIB008",3462292
23426,4,3514956,3514956,"avg.sv.area_wet_15_fisherPclump",7.00209236469798e-08,7.15477216474864,"avg.sv.area",15,"wet","IB005toIB008",3514956
23446,4,4023352,4209928,"avg.sv.area_wet_15_fisherPclump",7.0348838980296e-08,7.15274306565797,"avg.sv.area",15,"wet","IB005toIB008",4116640
23456,4,32785823,32785900,"avg.sv.area_wet_15_fisherPclump",9.78015957548163e-08,7.00965405909934,"avg.sv.area",15,"wet","IB005toIB008",32785862
23542,4,3139845,3140237,"avg.sv.area_wet_15_fisherPclump",4.95559921159346e-08,7.30490382482055,"avg.sv.area",15,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"avg.sv.area_wet_15_fisherPclump",2.76071564633322e-08,7.55897832338177,"avg.sv.area",15,"wet","IB005toIB008",3141679
42937,7,33380004,33676866,"avg.sv.area_wet_15_fisherPclump",3.43670459643395e-08,7.46385779624573,"avg.sv.area",15,"wet","IB005toIB008",33528435
8608,2,3992421,3992444,"avg.sv.area_dry_16_fisherPclump",9.76593440240142e-10,9.01028619719,"avg.sv.area",16,"dry","IB005toIB008",3992432
39,1,14188681,14374252,"avg.sv.area_wet_16_fisherPclump",2.71184427986204e-08,7.56673525224535,"avg.sv.area",16,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"avg.sv.area_wet_16_fisherPclump",1.80205225845805e-08,7.74423261888921,"avg.sv.area",16,"wet","IB005toIB008",40459956
1562,1,40909791,40936747,"avg.sv.area_wet_16_fisherPclump",6.15899295282437e-08,7.21049029283315,"avg.sv.area",16,"wet","IB005toIB008",40923269
7295,2,2758017,2810612,"avg.sv.area_wet_16_fisherPclump",1.56085734632647e-08,7.80663678722219,"avg.sv.area",16,"wet","IB005toIB008",2784314
7376,2,2757620,2805421,"avg.sv.area_wet_16_fisherPclump",8.45173967976001e-08,7.07305388802588,"avg.sv.area",16,"wet","IB005toIB008",2781520
8608,2,3992421,3992444,"avg.sv.area_wet_16_fisherPclump",4.83273647720652e-10,9.31580688572504,"avg.sv.area",16,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"avg.sv.area_wet_16_fisherPclump",4.1209577527764e-10,9.38500183775159,"avg.sv.area",16,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"avg.sv.area_wet_16_fisherPclump",4.30264388817456e-10,9.36626459716651,"avg.sv.area",16,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"avg.sv.area_wet_16_fisherPclump",1.22508033482909e-08,7.91183543143902,"avg.sv.area",16,"wet","IB005toIB008",3461828
23325,4,3775716,3776438,"avg.sv.area_wet_16_fisherPclump",1.55802350922513e-08,7.80742599348649,"avg.sv.area",16,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"avg.sv.area_wet_16_fisherPclump",7.60568896221698e-09,8.11886143921301,"avg.sv.area",16,"wet","IB005toIB008",3462292
23456,4,32785823,32785900,"avg.sv.area_wet_16_fisherPclump",3.00871484944438e-08,7.52161897051218,"avg.sv.area",16,"wet","IB005toIB008",32785862
23522,4,3561978,3825620,"avg.sv.area_wet_16_fisherPclump",4.96963040984467e-08,7.30367590843638,"avg.sv.area",16,"wet","IB005toIB008",3693799
23542,4,3139845,3140237,"avg.sv.area_wet_16_fisherPclump",4.77602909603809e-08,7.32093303610601,"avg.sv.area",16,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"avg.sv.area_wet_16_fisherPclump",1.90496122281378e-08,7.72011386035025,"avg.sv.area",16,"wet","IB005toIB008",3141679
43220,7,14475814,14475814,"avg.sv.area_wet_16_fisherPclump",5.97568493219093e-09,8.22361230875258,"avg.sv.area",16,"wet","IB005toIB008",14475814
8,1,5561476,5961312,"avg.sv.area_wet_17_fisherPclump",9.15414069151676e-08,7.03838241711302,"avg.sv.area",17,"wet","IB005toIB008",5761394
94,1,40417387,40502525,"avg.sv.area_wet_17_fisherPclump",5.17619279442321e-08,7.28598955614252,"avg.sv.area",17,"wet","IB005toIB008",40459956
8882,2,13248984,13248984,"avg.sv.area_wet_17_fisherPclump",1.22960453991609e-08,7.91023454201379,"avg.sv.area",17,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"avg.sv.area_wet_17_fisherPclump",1.52431048692209e-09,8.81692656250891,"avg.sv.area",17,"wet","IB005toIB008",3823270
23336,4,3462114,3462471,"avg.sv.area_wet_17_fisherPclump",1.48820700530866e-08,7.82733665547664,"avg.sv.area",17,"wet","IB005toIB008",3462292
23623,4,3140701,3142657,"avg.sv.area_wet_17_fisherPclump",9.16782921447908e-08,7.03773348567993,"avg.sv.area",17,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"avg.sv.area_wet_17_fisherPclump",8.94072467247023e-08,7.048627278911,"avg.sv.area",17,"wet","IB005toIB008",3141816
43220,7,14475814,14475814,"avg.sv.area_wet_17_fisherPclump",3.33568941040789e-08,7.47681439377337,"avg.sv.area",17,"wet","IB005toIB008",14475814
8608,2,3992421,3992444,"avg.sv.area_dry_18_fisherPclump",8.95445765454759e-08,7.04796071297185,"avg.sv.area",18,"dry","IB005toIB008",3992432
7295,2,2758017,2810612,"avg.sv.area_wet_18_fisherPclump",2.08545845406273e-08,7.68079845762876,"avg.sv.area",18,"wet","IB005toIB008",2784314
8882,2,13248984,13248984,"avg.sv.area_wet_18_fisherPclump",1.43943961764554e-09,8.84180654841241,"avg.sv.area",18,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"avg.sv.area_wet_18_fisherPclump",4.20865359303343e-11,10.3758568188054,"avg.sv.area",18,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"avg.sv.area_wet_18_fisherPclump",6.84357134651451e-08,7.1647172007197,"avg.sv.area",18,"wet","IB005toIB008",3461828
23325,4,3775716,3776438,"avg.sv.area_wet_18_fisherPclump",7.61130155392865e-09,8.11854107130354,"avg.sv.area",18,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"avg.sv.area_wet_18_fisherPclump",4.80097619763856e-09,8.31867044717806,"avg.sv.area",18,"wet","IB005toIB008",3462292
23446,4,4023352,4209928,"avg.sv.area_wet_18_fisherPclump",4.55026673514562e-08,7.3419631443964,"avg.sv.area",18,"wet","IB005toIB008",4116640
23510,4,4272670,4274746,"avg.sv.area_wet_18_fisherPclump",1.08972781117154e-08,7.9626819652411,"avg.sv.area",18,"wet","IB005toIB008",4273708
23522,4,3561978,3825620,"avg.sv.area_wet_18_fisherPclump",1.0726767450315e-08,7.96953113451134,"avg.sv.area",18,"wet","IB005toIB008",3693799
23623,4,3140701,3142657,"avg.sv.area_wet_18_fisherPclump",3.69728556374745e-08,7.4321170049394,"avg.sv.area",18,"wet","IB005toIB008",3141679
43220,7,14475814,14475814,"avg.sv.area_wet_18_fisherPclump",6.52197357097546e-09,8.18562096542009,"avg.sv.area",18,"wet","IB005toIB008",14475814
39,1,14188681,14374252,"avg.sv.area_wet_19_fisherPclump",3.82541957489272e-08,7.41732092415289,"avg.sv.area",19,"wet","IB005toIB008",14281466
1562,1,40909791,40936747,"avg.sv.area_wet_19_fisherPclump",3.03224622342708e-08,7.51823553617521,"avg.sv.area",19,"wet","IB005toIB008",40923269
7295,2,2758017,2810612,"avg.sv.area_wet_19_fisherPclump",2.8741114793292e-08,7.54149639071865,"avg.sv.area",19,"wet","IB005toIB008",2784314
8882,2,13248984,13248984,"avg.sv.area_wet_19_fisherPclump",1.56153869423231e-09,8.8064472496769,"avg.sv.area",19,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"avg.sv.area_wet_19_fisherPclump",6.63826975496094e-11,10.1779451034323,"avg.sv.area",19,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"avg.sv.area_wet_19_fisherPclump",2.61916825761251e-08,7.58183660122904,"avg.sv.area",19,"wet","IB005toIB008",3461828
23325,4,3775716,3776438,"avg.sv.area_wet_19_fisherPclump",1.39233617552185e-08,7.85625589292436,"avg.sv.area",19,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"avg.sv.area_wet_19_fisherPclump",2.9133500236182e-08,7.53560733404938,"avg.sv.area",19,"wet","IB005toIB008",3462292
23510,4,4272670,4274746,"avg.sv.area_wet_19_fisherPclump",3.57309655799518e-08,7.44695524743096,"avg.sv.area",19,"wet","IB005toIB008",4273708
23522,4,3561978,3825620,"avg.sv.area_wet_19_fisherPclump",4.40598142737672e-08,7.35595733787177,"avg.sv.area",19,"wet","IB005toIB008",3693799
28794,5,43311911,43743683,"avg.sv.area_wet_19_fisherPclump",5.02634845502094e-08,7.29874740693981,"avg.sv.area",19,"wet","IB005toIB008",43527797
43220,7,14475814,14475814,"avg.sv.area_wet_19_fisherPclump",4.87110034740509e-08,7.31237292362564,"avg.sv.area",19,"wet","IB005toIB008",14475814
23321,4,3817036,3829503,"avg.sv.area_wet_20_fisherPclump",1.17919922947797e-09,8.92841281326519,"avg.sv.area",20,"wet","IB005toIB008",3823270
23321,4,3817036,3829503,"avg.sv.area_wet_21_fisherPclump",1.27887547694552e-09,8.89317174035965,"avg.sv.area",21,"wet","IB005toIB008",3823270
23321,4,3817036,3829503,"avg.sv.area_wet_22_fisherPclump",4.15868722029128e-09,8.38104374220052,"avg.sv.area",22,"wet","IB005toIB008",3823270
8608,2,3992421,3992444,"WUE.resid.constant_dry_16_fisherPclump",5.89718812514394e-08,7.22935501765059,"WUE.resid.constant",16,"dry","IB005toIB008",3992432
39,1,14188681,14374252,"WUE.resid.constant_wet_16_fisherPclump",4.10941367756079e-08,7.38622013792067,"WUE.resid.constant",16,"wet","IB005toIB008",14281466
7376,2,2757620,2805421,"WUE.resid.constant_wet_16_fisherPclump",6.57896054848676e-08,7.18184271789311,"WUE.resid.constant",16,"wet","IB005toIB008",2781520
8526,2,44735245,44782841,"WUE.resid.constant_wet_16_fisherPclump",2.86439263288096e-08,7.54296745193461,"WUE.resid.constant",16,"wet","IB005toIB008",44759043
8882,2,13248984,13248984,"WUE.resid.constant_wet_16_fisherPclump",6.57624882052845e-10,9.1820217630869,"WUE.resid.constant",16,"wet","IB005toIB008",13248984
15902,3,5115823,5155390,"WUE.resid.constant_wet_16_fisherPclump",2.04569719304755e-08,7.68915865074165,"WUE.resid.constant",16,"wet","IB005toIB008",5135606
23321,4,3817036,3829503,"WUE.resid.constant_wet_16_fisherPclump",1.01488185433806e-09,8.99358451242614,"WUE.resid.constant",16,"wet","IB005toIB008",3823270
23325,4,3775716,3776438,"WUE.resid.constant_wet_16_fisherPclump",1.96383765563002e-08,7.70689441684347,"WUE.resid.constant",16,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"WUE.resid.constant_wet_16_fisherPclump",2.16469690181169e-09,8.66460290443109,"WUE.resid.constant",16,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.resid.constant_wet_16_fisherPclump",6.51364836922672e-08,7.18617568995696,"WUE.resid.constant",16,"wet","IB005toIB008",3489390
23446,4,4023352,4209928,"WUE.resid.constant_wet_16_fisherPclump",9.54757206134973e-08,7.02010705505693,"WUE.resid.constant",16,"wet","IB005toIB008",4116640
23456,4,32785823,32785900,"WUE.resid.constant_wet_16_fisherPclump",3.90848667276067e-08,7.40799136457072,"WUE.resid.constant",16,"wet","IB005toIB008",32785862
23623,4,3140701,3142657,"WUE.resid.constant_wet_16_fisherPclump",1.3037902380798e-09,8.8847922749939,"WUE.resid.constant",16,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"WUE.resid.constant_wet_16_fisherPclump",7.00406361310162e-08,7.15464991817204,"WUE.resid.constant",16,"wet","IB005toIB008",3141816
28794,5,43311911,43743683,"WUE.resid.constant_wet_16_fisherPclump",5.11584416604213e-08,7.29108269305553,"WUE.resid.constant",16,"wet","IB005toIB008",43527797
36285,6,6620869,6665010,"WUE.resid.constant_wet_16_fisherPclump",6.08818597004227e-08,7.21551209005325,"WUE.resid.constant",16,"wet","IB005toIB008",6642940
45404,7,34054605,34066557,"WUE.resid.constant_wet_16_fisherPclump",8.7117440290144e-08,7.05989489363104,"WUE.resid.constant",16,"wet","IB005toIB008",34060581
94,1,40417387,40502525,"WUE.resid.constant_wet_17_fisherPclump",3.67897145944365e-09,8.43427358130565,"WUE.resid.constant",17,"wet","IB005toIB008",40459956
23321,4,3817036,3829503,"WUE.resid.constant_wet_17_fisherPclump",2.72410743733565e-09,8.56477576808014,"WUE.resid.constant",17,"wet","IB005toIB008",3823270
23336,4,3462114,3462471,"WUE.resid.constant_wet_17_fisherPclump",2.11366013454752e-08,7.67496484368742,"WUE.resid.constant",17,"wet","IB005toIB008",3462292
28794,5,43311911,43743683,"WUE.resid.constant_wet_17_fisherPclump",3.10945742949762e-09,8.50731538458477,"WUE.resid.constant",17,"wet","IB005toIB008",43527797
28863,5,43460836,43672806,"WUE.resid.constant_wet_17_fisherPclump",2.5278382021037e-08,7.59725072713898,"WUE.resid.constant",17,"wet","IB005toIB008",43566821
36285,6,6620869,6665010,"WUE.resid.constant_wet_17_fisherPclump",8.13997436688938e-08,7.08937696271965,"WUE.resid.constant",17,"wet","IB005toIB008",6642940
43829,7,34067080,34079974,"WUE.resid.constant_dry_18_fisherPclump",4.39754628654864e-08,7.35678958066257,"WUE.resid.constant",18,"dry","IB005toIB008",34073527
7376,2,2757620,2805421,"WUE.resid.constant_wet_18_fisherPclump",5.92923860498244e-08,7.22700107238363,"WUE.resid.constant",18,"wet","IB005toIB008",2781520
8882,2,13248984,13248984,"WUE.resid.constant_wet_18_fisherPclump",3.04646543023581e-08,7.51620374566786,"WUE.resid.constant",18,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.resid.constant_wet_18_fisherPclump",1.18652480473057e-09,8.92572317826838,"WUE.resid.constant",18,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.resid.constant_wet_18_fisherPclump",5.83428326147996e-08,7.23401248918219,"WUE.resid.constant",18,"wet","IB005toIB008",3461828
23336,4,3462114,3462471,"WUE.resid.constant_wet_18_fisherPclump",3.71655510210064e-08,7.42985942391018,"WUE.resid.constant",18,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.resid.constant_wet_18_fisherPclump",5.2865389298951e-08,7.27682856531536,"WUE.resid.constant",18,"wet","IB005toIB008",3489390
23360,4,4134255,4552961,"WUE.resid.constant_wet_18_fisherPclump",1.79946617734881e-08,7.74485631190566,"WUE.resid.constant",18,"wet","IB005toIB008",4343608
23510,4,4272670,4274746,"WUE.resid.constant_wet_18_fisherPclump",9.80292824908444e-08,7.00864417609721,"WUE.resid.constant",18,"wet","IB005toIB008",4273708
28794,5,43311911,43743683,"WUE.resid.constant_wet_18_fisherPclump",1.65358849309315e-09,8.78157255851643,"WUE.resid.constant",18,"wet","IB005toIB008",43527797
28833,5,28255893,28258189,"WUE.resid.constant_wet_18_fisherPclump",3.14826702253306e-08,7.50192843975178,"WUE.resid.constant",18,"wet","IB005toIB008",28257041
28863,5,43460836,43672806,"WUE.resid.constant_wet_18_fisherPclump",7.58663573727296e-08,7.11995076753605,"WUE.resid.constant",18,"wet","IB005toIB008",43566821
36285,6,6620869,6665010,"WUE.resid.constant_wet_18_fisherPclump",8.01281117872711e-08,7.09621509125411,"WUE.resid.constant",18,"wet","IB005toIB008",6642940
7376,2,2757620,2805421,"WUE.resid.constant_wet_19_fisherPclump",5.59100331247725e-09,8.2525102504367,"WUE.resid.constant",19,"wet","IB005toIB008",2781520
23321,4,3817036,3829503,"WUE.resid.constant_wet_19_fisherPclump",1.13453395470417e-08,7.9451825018769,"WUE.resid.constant",19,"wet","IB005toIB008",3823270
28794,5,43311911,43743683,"WUE.resid.constant_wet_19_fisherPclump",1.38836330590104e-09,8.85749687314474,"WUE.resid.constant",19,"wet","IB005toIB008",43527797
28795,5,35549069,36037904,"WUE.resid.constant_wet_19_fisherPclump",2.22757995204609e-08,7.65216669936323,"WUE.resid.constant",19,"wet","IB005toIB008",35793486
28833,5,28255893,28258189,"WUE.resid.constant_wet_19_fisherPclump",9.07679075545082e-08,7.04206767610032,"WUE.resid.constant",19,"wet","IB005toIB008",28257041
28863,5,43460836,43672806,"WUE.resid.constant_wet_19_fisherPclump",2.17241010234432e-08,7.66305818627796,"WUE.resid.constant",19,"wet","IB005toIB008",43566821
28918,5,36115644,36596509,"WUE.resid.constant_wet_19_fisherPclump",8.65861112726933e-08,7.06255176481135,"WUE.resid.constant",19,"wet","IB005toIB008",36356076
28794,5,43311911,43743683,"WUE.resid.constant_wet_21_fisherPclump",9.00374053641573e-08,7.04557702869001,"WUE.resid.constant",21,"wet","IB005toIB008",43527797
43093,7,19037457,19256504,"WUE.resid.constant_dry_10_fisherPclump",4.2089590128168e-08,7.37582530342617,"WUE.resid.constant",10,"dry","IB005toIB008",19146980
39,1,14188681,14374252,"WUE.resid.constant_wet_11_fisherPclump",4.51460311006068e-08,7.34538042357572,"WUE.resid.constant",11,"wet","IB005toIB008",14281466
8608,2,3992421,3992444,"WUE.resid.constant_wet_11_fisherPclump",5.99775093196353e-08,7.22201157310797,"WUE.resid.constant",11,"wet","IB005toIB008",3992432
28778,5,5897146,5928214,"WUE.resid.constant_wet_11_fisherPclump",1.08385502607024e-08,7.96502880413371,"WUE.resid.constant",11,"wet","IB005toIB008",5912680
8608,2,3992421,3992444,"WUE.resid.constant_dry_11_fisherPclump",3.32306830619399e-08,7.47846073163786,"WUE.resid.constant",11,"dry","IB005toIB008",3992432
8,1,5561476,5961312,"WUE.resid.constant_wet_12_fisherPclump",9.34437458085717e-08,7.0294497606492,"WUE.resid.constant",12,"wet","IB005toIB008",5761394
39,1,14188681,14374252,"WUE.resid.constant_wet_12_fisherPclump",3.55542555872696e-09,8.44910840991432,"WUE.resid.constant",12,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"WUE.resid.constant_wet_12_fisherPclump",6.51341947411046e-08,7.18619095170076,"WUE.resid.constant",12,"wet","IB005toIB008",40459956
8608,2,3992421,3992444,"WUE.resid.constant_wet_12_fisherPclump",2.18707915419851e-11,10.6601354988053,"WUE.resid.constant",12,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.resid.constant_wet_12_fisherPclump",4.00257923711257e-09,8.39766006180713,"WUE.resid.constant",12,"wet","IB005toIB008",13248984
23336,4,3462114,3462471,"WUE.resid.constant_wet_12_fisherPclump",2.77409333469759e-08,7.55687893112783,"WUE.resid.constant",12,"wet","IB005toIB008",3462292
23446,4,4023352,4209928,"WUE.resid.constant_wet_12_fisherPclump",8.7296130778129e-10,9.05900500507962,"WUE.resid.constant",12,"wet","IB005toIB008",4116640
